AA00001,"データを読み込んでから実施してください。"
KQ20143,"受注明細作成部品の入力パラメータの取引区分は必須項目です。"
KQ20144,"受注明細作成部品の入力パラメータの受注単価は必須項目です。"
KQ20146,"受注明細作成部品の入力パラメータの受注数量は必須項目です。"
KQ20147,"受注明細作成部品の入力パラメータの受注日は必須項目です。"
KQ20148,"受注明細作成部品の入力パラメータのデータ入力区分は必須項目です。"
KQ20149,"受注明細作成部品の入力パラメータのデータ入力区分の値が不正です。"
KQ20150,"受注明細作成部品の入力パラメータの更新回数は必須項目です。"
KQ20151,"エラーチェックが正常終了しました。"
KQ20152,"出荷予定日時が業務運用日より未来です。"
KQ20153,"出荷倉庫コードが保管区に存在しません。"
KQ20154,"営業担当者コードがユーザマスタに存在しません。"
KQ20155,"発行担当者コードがユーザマスタに存在しません。"
KQ20156,"営業担当部門コードが部門に存在しません。"
KQ20157,"発行担当者部門コードが部門に存在しません。"
KQ20158,"部門別出荷元優先順位に該当データが存在しません。"
KQ20159,"品目番号が品目に存在しません。"
KQ20160,"製品に該当データが存在しません。"
KQ20161,"受注数量には０以上の数値を入力してください。"
KQ20162,"受注数量は不正な値です。"
KQ20163,"受注単位は不正な値です。"
KQ20164,"納入予定日時が業務運用日より過去日です。"
KQ20165,"出荷予定日時が業務運用日より過去日です。"
KQ20166,"出荷便取得部品でエラーが発生しました。"
KQ20167,"運送便コードが運送便に存在しません。"
KQ20168,"製品単価取得部品でエラーが発生しました。"
KQ20169,"通貨マスタに該当データが存在しません。"
KQ20170,"単価の値が不正です。"
KQ20171,"消費税計算部品でエラーが発生しました。"
KQ20172,"邦貨換算部品でエラーが発生しました。"
KQ20173,"工場コードが取得できませんでした。"
KQ20174,"納入予定日時が非稼働日です。"
KQ20175,"業務運用日が取得できませんでした。"
KQ20176,"稼働日判定部品でエラーが発生しました。"
KQ20177,"出荷予定日時が非稼働日です。"
KQ20178,"出荷予定日時が業務運用日より過去日です。"
KQ20179,"取引先に該当データが存在しません。"
KQ20180,"得意先コードは取引停止状態の取引先です。"
KQ20181,"受注明細に該当データが存在しません。"
KQ20182,"得意先コードは変更できません。"
KQ20183,"品目番号は変更できません。"
KQ20184,"データ入力区分は変更できません。"
KQ20185,"分納されているため、変更できません。"
KQ20186,"既に在庫引当を行っているため変更できません。"
KQ20187,"発注残に該当データが存在しません。"
KQ20188,"販売所要計画取崩部品でエラーが発生しました。"
KQ20189,"受注管理に該当データが存在しません。"
KQ20190,"受注明細作成処理に失敗しました。"
KQ20191,"オーダデマンド番号採番部品でエラーが発生しました。"
KQ20192,"発注番号採番部品でエラーが発生しました。"
KQ20193,"自動計上区分は必須項目です。"
KQ20194,"自動計上区分の値が不正です。"
KR20006,"売掛管理I/F入力パラメータの処理区分は必須項目です。"
KR20007,"売掛管理I/F入力パラメータの処理区分の値が不正です。"
KR20008,"売掛管理I/F入力パラメータの更新区分は必須項目です。"
KR20009,"売掛管理I/F入力パラメータの更新区分の値が不正です。"
KR20010,"売掛管理I/F入力パラメータの伝票番号は必須項目です。"
KR20011,"品目番号が品目マスタに存在しません。"
KR20012,"品目番号が製品マスタに存在しません。"
KR20013,"売掛システム管理マスタ情報が存在しません。"
KR20014,"伝票管理グループ情報が存在しません。"
KR20015,"区分コードに伝票区分が設定されていません。"
KR20016,"伝票区分マスタ情報が存在しません。"
KU20108,"在庫ロット番号が未設定です。"
ZZ22027,"出荷予定日時が業務運用日よりも以前の日付です。"
ZZ22028,"セット開始日時が業務運用日よりも以前の日付です。"
ZZ22029,"エラーリスト作成部品の入力パラメータのエラー番号は必須項目です。"
ZZ22030,"エラーリスト作成部品の入力パラメータのエラー発生ポイントは必須項目です。"
ZZ22031,"エラーリスト作成部品の入力パラメータのステータスは必須項目です。"
ZZ22032,"エラーリスト作成部品の入力パラメータのエラーメッセージコードは必須項目です。"
ZZ22033,"データをチェックします。よろしいですか？"
KQ00317,"受注日に業務運用日より未来は入力できません。"
KQ00318,"受注日が業務運用日より過去です。よろしいですか？"
KV09025,"工場コードの取得に失敗しました。"
KV09026,"保持期間の取得に失敗しました。"
KV09027,"CSVファイル出力パスの取得エラー"
AF00153,"対象データが品目マスタに存在しません。"
AF00154,"該当品目番号の発注データがありません。"
AF00155,"該当品目番号の上位オーダデータがありません"
AE05051,"入庫予定判定期間がシステムパラメータに存在しません。"
AE05052,"入庫予定判定月数/日数がシステムパラメータに存在しません。"
AE05053,"入庫予定判定期間が不正です。"
AE05054,"期間2起点日が不正です。"
AE05055,"不正データにより、必要数の計算ができませんでした"
AE05056,"入庫予定判定月数/日数が不正です。"
DC00103,"他の原価計算処理が終了していません。"
GA00211,"直接費に配賦基準は設定できません。"
GA00212,"一次配賦先が部門の場合、二次配賦先は作業工程以外指定できません。"
GA00213,"選択された二次配賦先基準は設定できません。"
GA00214,"一次配賦先が製品グループの場合、二次配賦先は製番または製品以外指定できません。"
GA00215,"一次配賦先が一次配賦なしの場合、二次配賦先は作業工程以外指定できません。"
GA00216,"既に一次配賦基準が存在する為、一次配賦先区分は変更できません。"
GA00217,"間接費に配賦基準を設定してください。"
GA00901,"間接費費目以外は入力できません。"
GA00902,"指定された費目は一次配賦対象外です。"
GA00903,"配賦基準値が未入力です。"
GB00410,"費目コードが設定されていません。"
GB00411,"科目コードが設定されていません。"
GD00967,"月末在庫金額が存在しません。または、月末在庫金額が０です。"
GD00968,"副産物の実績が最終系列での実績（主生産物）ではありません。"
GD00969,"品目番号の実際原価品目マスタが存在しません。"
GD00970,"副産物の実際原価品目マスタが存在しません。"
GD00971,"間接費集計処理を開始しました。"
GD00972,"間接費集計処理を終了しました。"
GD00973,"間接費集計処理が異常終了しました。"
GD00974,"平均単価情報の平均単価が０です。"
GD00975,"副産物実績に対する主生産物の実績金額がありません。"
GD00976,"配賦金額データ作成処理を開始しました。"
GD00977,"一次配賦基準が存在しません。"
GD00978,"一次配賦計算結果が0円です。"
GD00979,"二次配賦計算結果が0円です。"
GD00980,"配賦金額データ作成処理を終了しました。"
GD00981,"配賦金額データ作成処理を異常終了しました。"
GD00982,"実績が存在していないため、配賦できません。"
GF00169,"副産物実績情報履歴の削除に失敗しました。"
